Model: densenet201
Image shape: (224, 224, 3)
Batch size: 16
Dataset: /app/data/Datasets/augmented_trash_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
84,0.886904776096344,0.9058823585510254,0.2692859172821045,0.23878534138202667
85,0.9261363744735718,0.9117646813392639,0.2145601361989975,0.22823689877986908
86,0.9318181872367859,0.9313725233078003,0.22019559144973755,0.18537738919258118
87,0.9488636255264282,0.9137254953384399,0.2062404751777649,0.22275616228580475

Model: densenet201
Image shape: (224, 224, 3)
Batch size: 16
Dataset: /app/data/Datasets/augmented_trash_and_other
Number of classes: 2

Testing Accuracy: 0.9352
Precision: 0.2200
Recall: 0.4691
F1 Score: 0.2996
mAP: 0.5211

Model: densenet201
Image shape: (224, 224, 3)
Batch size: 16
Dataset: /app/data/Datasets/augmented_metal_and_other
Number of classes: 2

